nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
Gregory,21,ABADIA DE GOIÁS,GO,39476102381,70432241462130,Válido,Válido
Edward,40,AÇAILÂNDIA,MA,07402068854,98068955219969,Válido,Válido
Matthew,87,ABADIA DOS DOURADOS,MG,90718937589,37915920207755,Válido,Válido
Patricia,76,ÁGUA CLARA,MS,85662787638,44799351024283,Válido,Válido
Robin,61,ACORIZAL,MT,36000919727,91192434995465,Válido,Válido
Nicholas,57,ABAETETUBA,PA,14209161306,78358890575777,Válido,Válido
Michael,67,ÁGUA BRANCA,PB,40754437876,22431038867260,Válido,Válido
Michele,30,ABREU E LIMA,PE,83654673643,53587926645990,Válido,Válido
Andrew,51,ACAUÃ,PI,96998119003,38064591846911,Válido,Válido
Jill,22,ABATIÁ,PR,00255280920,75690652281942,Válido,Válido
Gwendolyn,20,ANGRA DOS REIS,RJ,24467997601,27480436728177,Válido,Válido
William,22,ACARI,RN,70676902421,31626423740343,Válido,Válido
Katherine,63,ALTA FLORESTA D'OESTE,RO,27650969967,12545160703368,Válido,Válido
Darlene,25,AMAJARI,RR,13215042096,00403271171758,Válido,Válido
Cindy,71,ACEGUÁ,RS,14877421262,67029841029770,Válido,Válido
Kristen,52,ABDON BATISTA,SC,23330493836,87013760471823,Válido,Válido
Valerie,80,AMPARO DE SÃO FRANCISCO,SE,47030812379,38708621635933,Válido,Válido
Elizabeth,25,ADAMANTINA,SP,56055610736,25343441506800,Válido,Válido
Eugene,74,ABREULÂNDIA,TO,76509185997,74651165627804,Válido,Válido
Diane,64,ACRELÂNDIA,AC,60944874193,42885388206810,Válido,Válido
Melissa,86,ÁGUA BRANCA,AL,64641539863,91406157453716,Válido,Válido
Kathleen,43,ALVARÃES,AM,88684492420,18554422327254,Válido,Válido
Danny,87,SERRA DO NAVIO,AP,32733965123,35952143857739,Válido,Válido
Jamie,33,ABAÍRA,BA,95126642677,44660062245718,Válido,Válido
Jeremy,25,ABAIARA,CE,86937491611,69556132173461,Válido,Válido
Jennifer,55,Brasília,DF,62761335155,96056649748033,Válido,Válido
Karen,62,AFONSO CLÁUDIO,ES,66011790437,10908737772058,Válido,Válido
Richard,89,ABADIA DE GOIÁS,GO,00261507001,62638671254905,Válido,Válido
Mary,87,AÇAILÂNDIA,MA,07566672673,78221247655806,Válido,Válido
Alyssa,59,ABADIA DOS DOURADOS,MG,03063568562,90704005364394,Válido,Válido
Barbara,49,ÁGUA CLARA,MS,91740347749,97437733557043,Válido,Válido
Robert,43,ACORIZAL,MT,78928873770,37436277113294,Válido,Válido
Derek,28,ABAETETUBA,PA,77328342404,40868188881989,Válido,Válido
Karen,70,ÁGUA BRANCA,PB,23818304050,51182891810500,Válido,Válido
Willie,63,ABREU E LIMA,PE,42164628632,76702577108064,Válido,Válido
Alyssa,53,ACAUÃ,PI,24673134680,91060620191686,Válido,Válido
Pamela,63,ABATIÁ,PR,72027859357,83669772114909,Válido,Válido
Sharon,32,ANGRA DOS REIS,RJ,42850415880,34950122596063,Válido,Válido
Robin,27,ACARI,RN,66831520472,77360157479415,Válido,Válido
Cheryl,72,ALTA FLORESTA D'OESTE,RO,69824707174,73278247178559,Válido,Válido
David,75,AMAJARI,RR,63131641487,46887297880443,Válido,Válido
Jared,24,ACEGUÁ,RS,96325663608,26474867523191,Válido,Válido
Daniel,79,ABDON BATISTA,SC,45163781910,57029353789428,Válido,Válido
Kaitlyn,79,AMPARO DE SÃO FRANCISCO,SE,88949619741,28117441253800,Válido,Válido
Kristi,41,ADAMANTINA,SP,53385705053,80353267599605,Válido,Válido
Stephanie,54,ABREULÂNDIA,TO,92469931444,65210507847975,Válido,Válido
Ashley,86,ACRELÂNDIA,AC,14743766303,12479889268199,Válido,Válido
Nathan,72,ÁGUA BRANCA,AL,41896937314,56518173666795,Válido,Válido
Denise,82,ALVARÃES,AM,04943398960,72925478825752,Válido,Válido
Dana,37,SERRA DO NAVIO,AP,21323475060,70491729411738,Válido,Válido
Tracy,42,ABAÍRA,BA,64167306344,69754399561552,Válido,Válido
Alex,21,ABAIARA,CE,50066066735,54473509031302,Válido,Válido
Dana,22,Brasília,DF,60246644516,56359680655799,Válido,Válido
Jennifer,58,AFONSO CLÁUDIO,ES,36552516100,96750015147082,Válido,Válido
Robert,42,ABADIA DE GOIÁS,GO,68422128985,99757049251820,Válido,Válido
Jessica,36,AÇAILÂNDIA,MA,85348348228,61257433585322,Válido,Válido
Angela,48,ABADIA DOS DOURADOS,MG,43044394210,18242061387025,Válido,Válido
Michelle,25,ÁGUA CLARA,MS,16949822979,87224538352781,Válido,Válido
Gene,70,ACORIZAL,MT,48479375116,80896821545509,Válido,Válido
Erik,26,ABAETETUBA,PA,62778838953,00824880919718,Válido,Válido
Christina,63,ÁGUA BRANCA,PB,28380404483,79040366704540,Válido,Válido
Brian,88,ABREU E LIMA,PE,51323257500,47384577725340,Válido,Válido
Christine,43,ACAUÃ,PI,59567599173,28732462106883,Válido,Válido
Marco,49,ABATIÁ,PR,41757314660,81315037119000,Válido,Válido
Jamie,38,ANGRA DOS REIS,RJ,83925034900,85212245346430,Válido,Válido
Cynthia,52,ACARI,RN,94661246926,44078796269382,Válido,Válido
Jessica,58,ALTA FLORESTA D'OESTE,RO,68340125834,92833424131500,Válido,Válido
John,41,AMAJARI,RR,44563197637,27766169092636,Válido,Válido
David,53,ACEGUÁ,RS,55364417794,12043633808856,Válido,Válido
Kylie,87,ABDON BATISTA,SC,11636141811,68087877328761,Válido,Válido
Robin,72,AMPARO DE SÃO FRANCISCO,SE,16138243943,32283269916881,Válido,Válido
Raymond,80,ADAMANTINA,SP,96333617296,63649023412091,Válido,Válido
Christine,69,ABREULÂNDIA,TO,52807239323,23867784031891,Válido,Válido
Jamie,86,ACRELÂNDIA,AC,20466579420,81868103326105,Válido,Válido
Michael,40,ÁGUA BRANCA,AL,41302967606,93476396559258,Válido,Válido
Amanda,81,ALVARÃES,AM,43937886486,06295712066006,Válido,Válido
Jennifer,64,SERRA DO NAVIO,AP,19725647300,19687915798341,Válido,Válido
Erica,73,ABAÍRA,BA,25275728204,82456786893220,Válido,Válido
Jackie,37,ABAIARA,CE,48546420769,01704090789450,Válido,Válido
Jennifer,22,Brasília,DF,70123416299,28908385092399,Válido,Válido
Steven,22,AFONSO CLÁUDIO,ES,67764791784,36150344080055,Válido,Válido
Carrie,39,ABADIA DE GOIÁS,GO,43827511283,49916298312060,Válido,Válido
William,36,AÇAILÂNDIA,MA,64967866077,33631531308772,Válido,Válido
Lindsay,20,ABADIA DOS DOURADOS,MG,14061303546,97540801455774,Válido,Válido
Todd,70,ÁGUA CLARA,MS,28603395900,41978992797761,Válido,Válido
Michael,64,ACORIZAL,MT,33459501707,73657193403080,Válido,Válido
Melanie,52,ABAETETUBA,PA,21052471722,20549254720939,Válido,Válido
Bridget,49,ÁGUA BRANCA,PB,49675711230,95141628993368,Válido,Válido
Julia,87,ABREU E LIMA,PE,98702833816,55615998188332,Válido,Válido
Richard,59,ACAUÃ,PI,70841333564,25681227812620,Válido,Válido
Karen,79,ABATIÁ,PR,48362440724,54641216597030,Válido,Válido
Sarah,84,ANGRA DOS REIS,RJ,52573522300,88423233634660,Válido,Válido
Jared,46,ACARI,RN,54319244435,71973700451978,Válido,Válido
Miguel,32,ALTA FLORESTA D'OESTE,RO,15850054952,74738327554695,Válido,Válido
Amber,31,AMAJARI,RR,47533775473,27157093072373,Válido,Válido
Emma,79,ACEGUÁ,RS,19576605032,55124980466320,Válido,Válido
Donald,42,ABDON BATISTA,SC,70978189566,45283942894597,Válido,Válido
Donna,41,AMPARO DE SÃO FRANCISCO,SE,68448024800,98275126824044,Válido,Válido
Katherine,67,ADAMANTINA,SP,11199173010,66923637143350,Válido,Válido
Donna,49,ABREULÂNDIA,TO,00147587336,83871260140506,Válido,Válido
Allen,27,ACRELÂNDIA,AC,49897033165,49412766753006,Válido,Válido
Todd,35,ÁGUA BRANCA,AL,43078348288,43882857545426,Válido,Válido
Tammy,55,ALVARÃES,AM,27364270094,10037865420398,Válido,Válido
Joseph,30,SERRA DO NAVIO,AP,47151823860,52077784493911,Válido,Válido
Daniel,39,ABAÍRA,BA,77891705038,33972276723621,Válido,Válido
Abigail,81,ABAIARA,CE,55381359187,62439018473120,Válido,Válido
Justin,80,Brasília,DF,45246839680,38770504083190,Válido,Válido
Lynn,58,AFONSO CLÁUDIO,ES,44552101056,44370169289850,Válido,Válido
Patricia,84,ABADIA DE GOIÁS,GO,18441329354,76590694796621,Válido,Válido
Anthony,90,AÇAILÂNDIA,MA,41701265303,43824664588495,Válido,Válido
Matthew,67,ABADIA DOS DOURADOS,MG,42348796732,72328903295409,Válido,Válido
Holly,84,ÁGUA CLARA,MS,04097968246,49292251511865,Válido,Válido
Kimberly,55,ACORIZAL,MT,26266109760,15905729008320,Válido,Válido
Amanda,33,ABAETETUBA,PA,36520914932,23222567734250,Válido,Válido
Shannon,34,ÁGUA BRANCA,PB,64544678137,84568832062633,Válido,Válido
Katherine,53,ABREU E LIMA,PE,27200502960,55526702677774,Válido,Válido
Kelly,62,ACAUÃ,PI,97158253899,56667126137042,Válido,Válido
Christine,24,ABATIÁ,PR,89327881702,49892689069642,Válido,Válido
Marvin,53,ANGRA DOS REIS,RJ,17528630039,56290264819997,Válido,Válido
Mark,48,ACARI,RN,76987683689,14762444915517,Válido,Válido
James,29,ALTA FLORESTA D'OESTE,RO,96105174985,42694161994801,Válido,Válido
Anne,58,AMAJARI,RR,50588849502,87304703619566,Válido,Válido
Amber,35,ACEGUÁ,RS,07380425447,41220327730804,Válido,Válido
Daniel,67,ABDON BATISTA,SC,43217707184,41871302083492,Válido,Válido
Jason,89,AMPARO DE SÃO FRANCISCO,SE,28116049950,45596481190106,Válido,Válido
Amber,84,ADAMANTINA,SP,15789856250,69862151804858,Válido,Válido
Gordon,66,ABREULÂNDIA,TO,68331696751,52258016149830,Válido,Válido
Kimberly,56,ACRELÂNDIA,AC,78860370493,12429719747332,Válido,Válido
Joseph,35,ÁGUA BRANCA,AL,52372297600,95485127071760,Válido,Válido
Melissa,38,ALVARÃES,AM,16319818972,66244681150704,Válido,Válido
Christopher,68,SERRA DO NAVIO,AP,07375555990,02758196426607,Válido,Válido
Brandy,48,ABAÍRA,BA,63905448122,84446116386314,Válido,Válido
Stacy,32,ABAIARA,CE,83211521208,31608010881070,Válido,Válido
Eric,19,Brasília,DF,62995549402,07507217420424,Válido,Válido
Dwayne,18,AFONSO CLÁUDIO,ES,35830601648,33658638462380,Válido,Válido
Edward,58,ABADIA DE GOIÁS,GO,83806109540,43395433928018,Válido,Válido
Christina,85,AÇAILÂNDIA,MA,17222832890,10243091594422,Válido,Válido
Lindsay,81,ABADIA DOS DOURADOS,MG,74061462130,83302830562522,Válido,Válido
Kristen,29,ÁGUA CLARA,MS,03247266356,51339715129654,Válido,Válido
Sharon,50,ACORIZAL,MT,43620787115,67133027419752,Válido,Válido
Eric,76,ABAETETUBA,PA,08151142901,76223933594573,Válido,Válido
Howard,22,ÁGUA BRANCA,PB,19856299330,35890138014571,Válido,Válido
Patrick,38,ABREU E LIMA,PE,45979775463,37987905484805,Válido,Válido
Leah,85,ACAUÃ,PI,88491064249,82670687740505,Válido,Válido
Rachel,79,ABATIÁ,PR,20706646606,51989873131204,Válido,Válido
Kenneth,30,ANGRA DOS REIS,RJ,47882681164,44961688480330,Válido,Válido
Joseph,67,ACARI,RN,10874501440,82127333359505,Válido,Válido
Carlos,23,ALTA FLORESTA D'OESTE,RO,70543228606,52198377655610,Válido,Válido
Kerry,18,AMAJARI,RR,26720507087,27798186362547,Válido,Válido
Kelly,74,ACEGUÁ,RS,24802082223,44869468200957,Válido,Válido
Taylor,18,ABDON BATISTA,SC,78295373218,63705198304420,Válido,Válido
Brittany,76,AMPARO DE SÃO FRANCISCO,SE,70247937916,38810999385220,Válido,Válido
Diana,61,ADAMANTINA,SP,19494091477,04340902794922,Válido,Válido
Christopher,52,ABREULÂNDIA,TO,96169066822,22776799003080,Válido,Válido
Karen,58,ACRELÂNDIA,AC,66944461285,53383259923754,Válido,Válido
Devin,26,ÁGUA BRANCA,AL,01335053085,01943973116346,Válido,Válido
Veronica,64,ALVARÃES,AM,16058599580,78077839004374,Válido,Válido
Jeremy,34,SERRA DO NAVIO,AP,68871951786,74269042678971,Válido,Válido
Michael,18,ABAÍRA,BA,63248484772,95647441240154,Válido,Válido
Ashley,90,ABAIARA,CE,81251527175,74921740105624,Válido,Válido
Debra,23,Brasília,DF,00172934729,56112152739594,Válido,Válido
Amy,90,AFONSO CLÁUDIO,ES,15144387047,92998512057567,Válido,Válido
Sandra,49,ABADIA DE GOIÁS,GO,65949501934,12090295462753,Válido,Válido
Jennifer,51,AÇAILÂNDIA,MA,82510315161,62201445285337,Válido,Válido
Melissa,20,ABADIA DOS DOURADOS,MG,69938088031,97548534552477,Válido,Válido
David,58,ÁGUA CLARA,MS,73528950862,09733147221412,Válido,Válido
Danielle,66,ACORIZAL,MT,35693414612,31509467867113,Válido,Válido
Jonathan,61,ABAETETUBA,PA,78550138142,98254507970612,Válido,Válido
Laura,47,ÁGUA BRANCA,PB,09325194236,05311774726107,Válido,Válido
Suzanne,36,ABREU E LIMA,PE,37978313824,68801989069290,Válido,Válido
Michael,71,ACAUÃ,PI,37699774752,35681491797473,Válido,Válido
Madison,65,ABATIÁ,PR,74676998406,00313987692225,Válido,Válido
Elijah,23,ANGRA DOS REIS,RJ,34344870930,10286291271027,Válido,Válido
Leslie,60,ACARI,RN,83020740207,64432021442340,Válido,Válido
Michael,87,ALTA FLORESTA D'OESTE,RO,59829909140,03568020357300,Válido,Válido
Sean,78,AMAJARI,RR,86222596339,90406968568578,Válido,Válido
Brian,28,ACEGUÁ,RS,52417930625,12739224871744,Válido,Válido
Jeffrey,58,ABDON BATISTA,SC,21408529157,53281088049130,Válido,Válido
Chad,49,AMPARO DE SÃO FRANCISCO,SE,15388521443,24739320238610,Válido,Válido
Gregory,55,ADAMANTINA,SP,45006635509,59289065672409,Válido,Válido
Brian,36,ABREULÂNDIA,TO,27421064214,43206559155626,Válido,Válido
Oscar,67,ACRELÂNDIA,AC,99545063572,30549934820960,Válido,Válido
Jennifer,57,ÁGUA BRANCA,AL,91519861915,87013387034346,Válido,Válido
Kenneth,85,ALVARÃES,AM,74295060976,19055467457531,Válido,Válido
Andres,66,SERRA DO NAVIO,AP,32204777803,50115189334506,Válido,Válido
Danielle,59,ABAÍRA,BA,09761658309,90239634704590,Válido,Válido
Gregory,53,ABAIARA,CE,14858453430,24390849215540,Válido,Válido
Mark,29,Brasília,DF,09646578489,82000236364801,Válido,Válido
Allison,62,AFONSO CLÁUDIO,ES,62840172941,56239916854446,Válido,Válido
Heather,79,ABADIA DE GOIÁS,GO,04592037898,09127313127686,Válido,Válido
Katherine,44,AÇAILÂNDIA,MA,90284683744,08122236334078,Válido,Válido
Anna,42,ABADIA DOS DOURADOS,MG,23050797029,24356357274461,Válido,Válido
James,31,ÁGUA CLARA,MS,56149858405,70835432831601,Válido,Válido
Nicole,44,ACORIZAL,MT,00425997332,22859346477400,Válido,Válido
David,34,ABAETETUBA,PA,86644798365,52398621420623,Válido,Válido
Monica,90,ÁGUA BRANCA,PB,15286011578,74578857891962,Válido,Válido
William,53,ABREU E LIMA,PE,86482025820,43135122821304,Válido,Válido
Karen,85,ACAUÃ,PI,35851362901,39832520980443,Válido,Válido
Martha,48,ABATIÁ,PR,00785304312,32645978783703,Válido,Válido
Kaitlyn,55,ANGRA DOS REIS,RJ,71778257119,86541944602833,Válido,Válido
Carol,81,ACARI,RN,15484263182,74854156591190,Válido,Válido
Andrew,62,ALTA FLORESTA D'OESTE,RO,77082332750,80669503836313,Válido,Válido
Donald,38,AMAJARI,RR,21764808991,88192051872569,Válido,Válido
Jason,88,ACEGUÁ,RS,46748500885,38828574130509,Válido,Válido
John,46,ABDON BATISTA,SC,95837211829,03738271456963,Válido,Válido
Julie,27,AMPARO DE SÃO FRANCISCO,SE,98769723320,25391334225590,Válido,Válido
Kathleen,68,ADAMANTINA,SP,10603853412,48880344718272,Válido,Válido
Catherine,57,ABREULÂNDIA,TO,52868187064,85959343210887,Válido,Válido
Monica,75,ACRELÂNDIA,AC,92781242144,54237959909385,Válido,Válido
Kristy,38,ÁGUA BRANCA,AL,68769782814,96920565095604,Válido,Válido
Robert,77,ALVARÃES,AM,00277198984,91034661225438,Válido,Válido
Adam,45,SERRA DO NAVIO,AP,60462223620,75072193169424,Válido,Válido
Mark,49,ABAÍRA,BA,71991918208,72143044941369,Válido,Válido
Bonnie,21,ABAIARA,CE,10575024992,71123096908010,Válido,Válido
Jennifer,81,Brasília,DF,24878357614,25518888719931,Válido,Válido
James,35,AFONSO CLÁUDIO,ES,15743284849,37169160832140,Válido,Válido
Leslie,44,ABADIA DE GOIÁS,GO,39333256172,82583424003025,Válido,Válido
Amanda,58,AÇAILÂNDIA,MA,87140770603,86200216087130,Válido,Válido
Mary,55,ABADIA DOS DOURADOS,MG,95141181707,82710852020324,Válido,Válido
Johnny,87,ÁGUA CLARA,MS,16605804201,68708491331003,Válido,Válido
Richard,39,ACORIZAL,MT,73867052638,93756829593591,Válido,Válido
Scott,55,ABAETETUBA,PA,50132906945,54227329682953,Válido,Válido
Ana,48,ÁGUA BRANCA,PB,79924232593,03059293265557,Válido,Válido
Sean,76,ABREU E LIMA,PE,02656857104,54864732639559,Válido,Válido
Katherine,34,ACAUÃ,PI,58554904753,30816733892460,Válido,Válido
David,82,ABATIÁ,PR,21079096795,87385708017919,Válido,Válido
Brian,21,ANGRA DOS REIS,RJ,90054740681,14451835775913,Válido,Válido
Jeremy,72,ACARI,RN,41635883610,77633593962928,Válido,Válido
George,55,ALTA FLORESTA D'OESTE,RO,12823651349,53316105631617,Válido,Válido
Sherry,30,AMAJARI,RR,97288004449,88403838829350,Válido,Válido
Jeffrey,37,ACEGUÁ,RS,59939773889,53406154440381,Válido,Válido
Samuel,35,ABDON BATISTA,SC,71342976169,36638242605143,Válido,Válido
William,32,AMPARO DE SÃO FRANCISCO,SE,01106850750,72296053118456,Válido,Válido
Tina,88,ADAMANTINA,SP,86893520310,99415301942300,Válido,Válido
Brittany,55,ABREULÂNDIA,TO,44701957232,16549882146477,Válido,Válido
Joseph,75,ACRELÂNDIA,AC,32553996616,01359470904784,Válido,Válido
Tracie,90,ÁGUA BRANCA,AL,69617900548,67794313836602,Válido,Válido
Susan,42,ALVARÃES,AM,57005758250,04185821865428,Válido,Válido
Jessica,68,SERRA DO NAVIO,AP,83231056853,81790155041608,Válido,Válido
Ashley,41,ABAÍRA,BA,11170931405,28100830646808,Válido,Válido
Allison,22,ABAIARA,CE,62909461025,01151840420753,Válido,Válido
Nicole,48,Brasília,DF,82948986001,83641144024177,Válido,Válido
Scott,81,AFONSO CLÁUDIO,ES,66073813406,52108833161771,Válido,Válido
Ryan,77,ABADIA DE GOIÁS,GO,82318113386,23838449664043,Válido,Válido
Larry,70,AÇAILÂNDIA,MA,65090533733,00046864444026,Válido,Válido
David,27,ABADIA DOS DOURADOS,MG,26271110860,13079975597588,Válido,Válido
Patricia,62,ÁGUA CLARA,MS,48622045544,92511150224612,Válido,Válido
Scott,24,ACORIZAL,MT,95070428900,54757753493775,Válido,Válido
Vanessa,18,ABAETETUBA,PA,70609047868,76255734843199,Válido,Válido
Kristy,64,ÁGUA BRANCA,PB,50473889307,84170349563808,Válido,Válido
Dawn,52,ABREU E LIMA,PE,53605044204,61161436289394,Válido,Válido
Anthony,85,ACAUÃ,PI,39677173561,28400941222894,Válido,Válido
Linda,81,ABATIÁ,PR,61795506970,52875680960240,Válido,Válido
Jeremy,61,ANGRA DOS REIS,RJ,62589742525,32160619731286,Válido,Válido
Kim,29,ACARI,RN,87453308593,88837980683424,Válido,Válido
James,88,ALTA FLORESTA D'OESTE,RO,37819452358,13344567733892,Válido,Válido
Nicholas,22,AMAJARI,RR,28864266364,01383446744643,Válido,Válido
Donald,51,ACEGUÁ,RS,09210905016,52055399049976,Válido,Válido
Amber,76,ABDON BATISTA,SC,61681743620,24509821051454,Válido,Válido
Susan,24,AMPARO DE SÃO FRANCISCO,SE,53724139993,04976107646497,Válido,Válido
Laura,86,ADAMANTINA,SP,14867627437,24791656773854,Válido,Válido
Cody,57,ABREULÂNDIA,TO,40638750830,67650511478178,Válido,Válido
Michael,21,ACRELÂNDIA,AC,00011818409,15729638733710,Válido,Válido
Kristen,45,ÁGUA BRANCA,AL,35260105443,17671201405105,Válido,Válido
Steven,79,ALVARÃES,AM,65110790906,27007435430046,Válido,Válido
Antonio,52,SERRA DO NAVIO,AP,70130579327,55229457108445,Válido,Válido
Timothy,80,ABAÍRA,BA,32730202374,84797828109546,Válido,Válido
Randy,75,ABAIARA,CE,59772706660,81159167639410,Válido,Válido
Debra,69,Brasília,DF,14234382132,02977863737630,Válido,Válido
John,35,AFONSO CLÁUDIO,ES,80357591755,69301695287331,Válido,Válido
Paige,56,ABADIA DE GOIÁS,GO,36769621762,87668752410786,Válido,Válido
Caleb,82,AÇAILÂNDIA,MA,17842678308,60996596276655,Válido,Válido
Nicholas,42,ABADIA DOS DOURADOS,MG,09163904543,44607249487840,Válido,Válido
Brian,71,ÁGUA CLARA,MS,00280411944,53200882425961,Válido,Válido
Joyce,84,ACORIZAL,MT,34134559316,84174787320194,Válido,Válido
Sean,83,ABAETETUBA,PA,01918425086,31435901846160,Válido,Válido
Jeremy,49,ÁGUA BRANCA,PB,54774847720,84265471047690,Válido,Válido
Nicholas,75,ABREU E LIMA,PE,71524350303,05029531493640,Válido,Válido
Barbara,76,ACAUÃ,PI,27792406016,31262888260077,Válido,Válido
Bryan,44,ABATIÁ,PR,01620774160,30269958144811,Válido,Válido
Mitchell,65,ANGRA DOS REIS,RJ,56933101673,05627927285077,Válido,Válido
Jennifer,63,ACARI,RN,71429519150,00531611146292,Válido,Válido
Courtney,26,ALTA FLORESTA D'OESTE,RO,72288921439,54999474421563,Válido,Válido
Shawn,44,AMAJARI,RR,82233325745,96248504222695,Válido,Válido
Regina,68,ACEGUÁ,RS,61255501766,75799083192606,Válido,Válido
Denise,65,ABDON BATISTA,SC,49445096185,25490874756801,Válido,Válido
Robert,64,AMPARO DE SÃO FRANCISCO,SE,95162006807,16760224737622,Válido,Válido
Christopher,28,ADAMANTINA,SP,66338025958,27460144526898,Válido,Válido
William,81,ABREULÂNDIA,TO,61441280421,72731111753527,Válido,Válido
Karen,51,ACRELÂNDIA,AC,34715018861,47154851495100,Válido,Válido
Jonathan,42,ÁGUA BRANCA,AL,80996285008,06954066831791,Válido,Válido
Ricky,57,ALVARÃES,AM,83685084798,32532554801560,Válido,Válido
Billy,44,SERRA DO NAVIO,AP,53717398156,13495147655903,Válido,Válido
Lauren,88,ABAÍRA,BA,22646790937,46527400612431,Válido,Válido
Brendan,45,ABAIARA,CE,42355113513,14643459143148,Válido,Válido
Whitney,24,Brasília,DF,42127776143,06077584681608,Válido,Válido
Chase,71,AFONSO CLÁUDIO,ES,28002059387,79994479338112,Válido,Válido
Jason,63,ABADIA DE GOIÁS,GO,83446354891,18908433023741,Válido,Válido
Matthew,25,AÇAILÂNDIA,MA,89459102123,82915940795518,Válido,Válido
Anne,90,ABADIA DOS DOURADOS,MG,98777083458,27177798668786,Válido,Válido
Desiree,86,ÁGUA CLARA,MS,55539649460,09180297516322,Válido,Válido
Michael,48,ACORIZAL,MT,59116931432,42654155450391,Válido,Válido
Stephanie,29,ABAETETUBA,PA,70153854227,54114094533300,Válido,Válido
Daniel,61,ÁGUA BRANCA,PB,06295556990,20870612033741,Válido,Válido
Teresa,50,ABREU E LIMA,PE,76823699574,36380823179005,Válido,Válido
Evelyn,25,ACAUÃ,PI,95561296698,85752610365291,Válido,Válido
Brandon,62,ABATIÁ,PR,92807948847,72550120546990,Válido,Válido
Brian,66,ANGRA DOS REIS,RJ,61448880556,08931592923020,Válido,Válido
Wendy,41,ACARI,RN,05107437575,60461002489788,Válido,Válido
Jennifer,36,ALTA FLORESTA D'OESTE,RO,86569110586,97880840487671,Válido,Válido
Lisa,84,AMAJARI,RR,03034259204,23711333521795,Válido,Válido
Matthew,27,ACEGUÁ,RS,30954099150,78939884689040,Válido,Válido
Adriana,31,ABDON BATISTA,SC,36686227447,13749096334264,Válido,Válido
Laura,62,AMPARO DE SÃO FRANCISCO,SE,49019467069,45505856657539,Válido,Válido
Ronald,33,ADAMANTINA,SP,31846897785,39228937749813,Válido,Válido
Nichole,18,ABREULÂNDIA,TO,31879948141,02087159551931,Válido,Válido
Cynthia,19,ACRELÂNDIA,AC,97830501416,06976575182563,Válido,Válido
Javier,72,ÁGUA BRANCA,AL,00932534350,90558531928270,Válido,Válido
John,48,ALVARÃES,AM,44591085422,71544702038157,Válido,Válido
Laura,87,SERRA DO NAVIO,AP,40354392905,21177919216136,Válido,Válido
Charles,74,ABAÍRA,BA,17945549802,30954914381792,Válido,Válido
Andrew,74,ABAIARA,CE,65268867440,90634045397906,Válido,Válido
Casey,55,Brasília,DF,50177514590,61431438789243,Válido,Válido
Alan,36,AFONSO CLÁUDIO,ES,34499363365,47485439138575,Válido,Válido
Dale,36,ABADIA DE GOIÁS,GO,39168820828,75922876134980,Válido,Válido
Joe,33,AÇAILÂNDIA,MA,34510537484,02980000001100,Válido,Válido
Shawn,59,ABADIA DOS DOURADOS,MG,39193724683,52665603766370,Válido,Válido
Richard,35,ÁGUA CLARA,MS,16719993127,91290180064899,Válido,Válido
Kathryn,54,ACORIZAL,MT,91841927120,86271701020378,Válido,Válido
Jessica,62,ABAETETUBA,PA,82890994600,66262960208472,Válido,Válido
Heather,43,ÁGUA BRANCA,PB,36932594889,05025391281375,Válido,Válido
Marvin,18,ABREU E LIMA,PE,32185732382,94062725757674,Válido,Válido
Wendy,90,ACAUÃ,PI,06190852580,17810880705028,Válido,Válido
Theresa,79,ABATIÁ,PR,70678816840,78696426209778,Válido,Válido
Robert,79,ANGRA DOS REIS,RJ,75860595514,40930287074533,Válido,Válido
Joyce,68,ACARI,RN,99536524651,27111349662613,Válido,Válido
Kara,77,ALTA FLORESTA D'OESTE,RO,47463534090,86692857136207,Válido,Válido
Andrew,26,AMAJARI,RR,98265210000,67293664716308,Válido,Válido
Edward,79,ACEGUÁ,RS,21451918100,52480542186109,Válido,Válido
Jose,54,ABDON BATISTA,SC,22213648999,48003492965214,Válido,Válido
Christopher,40,AMPARO DE SÃO FRANCISCO,SE,36254728486,64486959447140,Válido,Válido
Heather,87,ADAMANTINA,SP,22249621004,07466677716733,Válido,Válido
Kelly,39,ABREULÂNDIA,TO,07994822932,67496077145491,Válido,Válido
Brittany,21,ACRELÂNDIA,AC,64209950785,95334393314016,Válido,Válido
Christina,46,ÁGUA BRANCA,AL,22239337427,78426563084728,Válido,Válido
Lee,37,ALVARÃES,AM,34316331884,94668184561809,Válido,Válido
Matthew,40,SERRA DO NAVIO,AP,54421187968,32806553348200,Válido,Válido
Andrea,69,ABAÍRA,BA,99990356203,08360494538763,Válido,Válido
Emily,44,ABAIARA,CE,31773423347,42761036870892,Válido,Válido
Carl,55,Brasília,DF,75816218123,15375374242170,Válido,Válido
Kimberly,60,AFONSO CLÁUDIO,ES,48868690845,04328362313530,Válido,Válido
Scott,70,ABADIA DE GOIÁS,GO,06542558306,71286704781341,Válido,Válido
Bryan,20,AÇAILÂNDIA,MA,50942553985,98006395024076,Válido,Válido
William,52,ABADIA DOS DOURADOS,MG,32434535933,71541816757182,Válido,Válido
Gerald,28,ÁGUA CLARA,MS,20595423914,00225669952050,Válido,Válido
Pamela,24,ACORIZAL,MT,58178089190,24045930834659,Válido,Válido
Richard,25,ABAETETUBA,PA,69590102174,99698538793740,Válido,Válido
